time_s,raw_cart,raw_theta1,raw_theta2,cart_counts,theta1_counts,theta2_relative_counts,x_m,theta1_rad,theta2_rad,xdot_m_s,theta1dot_rad_s,theta2dot_rad_s,accel_m_s2,velocity_ref_m_s,voltage,left_limit,right_limit,warning
4.88e-05,3321,4079,4294967263,3322,4079,-33,-0.0039724585826392857,-0,-0,0,0,0,0.082450864920933356,0.0004122543246046668,-0.0013403644601779,0,0,0
0.0057898999999999997,3321,4079,4294967263,3322,4079,-33,-0.0039724585826392857,-0,-0,0,0,0,0.082450864920933356,0.00082450864920933359,-0.0010435413464625399,0,0,0
0.0117667,3321,4079,4294967263,3322,4079,-33,-0.0039724585826392857,-0,-0,0,0,0,0.082450864920933356,0.0012367629738140003,-0.0006354095651039199,0,0,0
0.016824200000000001,3321,4079,4294967263,3322,4079,-33,-0.0039724585826392857,-0,-0,0,0,0,0.082450864920933356,0.0016490172984186672,-0.0001159691161020395,0,0,0
0.021761099999999998,3321,4079,4294967263,3322,4079,-33,-0.0039724585826392857,-0,-0,0,0,0,0.082450864920933356,0.0020612716230233338,0.00051478000054310034,0,0,0
0.026724999999999999,3321,4079,4294967263,3322,4079,-33,-0.0039724585826392857,-0,-0,0,0,0,0.082450864920933356,0.0024735259476280007,0.0012568377848315006,0,0,0
0.031757500000000001,3321,4079,4294967263,3322,4079,-33,-0.0039724585826392857,-0,-0,0,0,0,0.082450864920933356,0.0028857802722326675,0.0021102042367631612,0,0,0
0.036696100000000002,3321,4079,4294967263,3322,4079,-33,-0.0039724585826392857,-0,-0,0,0,0,0.082450864920933356,0.0032980345968373344,0.0030748793563380819,0,0,0
0.041684300000000001,3321,4080,4294967263,3322,4080,-33,-0.0039724585826392857,-0.00078539816339744833,-0.00078539816339744833,0,-0.073279519292017037,-0.073279519292017037,-2.7543852577332011,-0.010473891691828672,-0.0022320181324155409,0,0,0
0.046664499999999998,3321,4080,4294967263,3322,4080,-33,-0.0039724585826392857,-0.00078539816339744833,-0.00078539816339744833,0,-0.039093750863171843,-0.039093750863171843,-1.4742660243871868,-0.017845221813764606,-0.0083770674440804514,0,0,0
0.051662800000000002,3321,4080,4294967263,3322,4080,-33,-0.0039724585826392857,-0.00078539816339744833,-0.00078539816339744833,0,-0.020856050521584717,-0.020856050521584717,-0.79133765822041491,-0.021801910104866679,-0.01497578706479283,0,0,0
0.0566522,3321,4080,4294967263,3322,4080,-33,-0.0039724585826392857,-0.00078539816339744833,-0.00078539816339744833,0,-0.011126454580459841,-0.011126454580459841,-0.42700350780213786,-0.023936927643877368,-0.021823060685661644,0,0,0
0.061649000000000002,3322,4080,4294967263,3323,4080,-33,-0.0039945277969872812,-0.00078539816339744833,-0.00078539816339744833,-0.0020591102627205995,-0.0059358310147413834,-0.0059358310147413834,-0.18185152925950221,-0.02484618529017488,-0.027768597472118142,0,0,0
0.066646999999999998,3322,4080,4294967263,3323,4080,-33,-0.0039945277969872812,-0.00078539816339744833,-0.00078539816339744833,-0.0010985108034049127,-0.0031666951570937471,-0.0031666951570937471,-0.101636225703022,-0.025354366418689992,-0.034582058994054657,0,0,0
0.071673500000000001,3324,4080,4294967262,3325,4080,-34,-0.0040386662256832731,-0.00078539816339744833,0.00078539816339744833,-0.0047042629569927219,-0.0016893941544253845,0.1448696444296087,6.4154030575420453,0.006722648869020232,-0.025073894661597519,0,0,0
0.076640899999999998,3326,4081,4294967262,3327,4081,-34,-0.0040828046543792658,-0.0015707963267948967,0,-0.0066278887903579971,-0.074180790954561898,0.0040067107717817879,0.86983887474259669,0.011071843242733217,-0.019165859375388804,0,0,0
0.081659999999999996,3328,4081,4294967262,3329,4081,-34,-0.0041269430830752577,-0.0015707963267948967,0,-0.0076541202641734899,-0.039574568561977407,0.0021375324811920273,0.70531132722328371,0.014598399878849635,-0.012338177076984813,0,0,0
0.086601700000000004,3330,4082,4294967262,3331,4082,-34,-0.0041710815117712496,-0.0023561944901923449,-0.00078539816339744822,-0.0082016025341569258,-0.094392080329900346,-0.072139171168980665,-2.2188709014623247,0.0035040453715380112,-0.011076089145166255,0,0,0
0.0916154,3331,4082,4294967261,3332,4082,-35,-0.004193150726119246,-0.0023561944901923449,0.00078539816339744844,-0.0064345675425560144,-0.050357050749316616,0.10807364986420023,5.3369708354635774,0.030188899548855896,0.0032974544229440179,0,0,0
