time_s,raw_cart,raw_theta1,raw_theta2,cart_counts,theta1_counts,theta2_relative_counts,x_m,theta1_rad,theta2_rad,xdot_m_s,theta1dot_rad_s,theta2dot_rad_s,accel_m_s2,velocity_ref_m_s,voltage,left_limit,right_limit,warning
0.0001182,8170,4043,4294967291,8171,4043,-5,-0.0036855587961153371,-0,-0,0,0,0,0.076496080232199282,0.00038248040116099644,-0.0013537627257275515,0,0,0
0.0060147999999999998,8170,4043,4294967291,8171,4043,-5,-0.0036855587961153371,-0,-0,0,0,0,0.076496080232199282,0.00076496080232199288,-0.0010783768368916341,0,0,0
0.0109966,8170,4043,4294967291,8171,4043,-5,-0.0036855587961153371,-0,-0,0,0,0,0.076496080232199282,0.0011474412034829893,-0.0006997212397422478,0,0,0
0.0159843,8170,4043,4294967291,8171,4043,-5,-0.0036855587961153371,-0,-0,0,0,0,0.076496080232199282,0.0015299216046439858,-0.00021779593427939236,0,0,0
0.020982000000000001,8170,4043,4294967291,8171,4043,-5,-0.0036855587961153371,-0,-0,0,0,0,0.076496080232199282,0.0019124020058049823,0.0003673990794969325,0,0,0
0.0259887,8170,4043,4294967291,8171,4043,-5,-0.0036855587961153371,-0,-0,0,0,0,0.076496080232199282,0.0022948824069659785,0.0010558638015867258,0,0,0
0.0309819,8170,4043,4294967291,8171,4043,-5,-0.0036855587961153371,-0,-0,0,0,0,0.076496080232199282,0.002677362808126975,0.0018475982319899888,0,0,0
0.035985000000000003,8170,4043,4294967291,8171,4043,-5,-0.0036855587961153371,-0,-0,0,0,0,0.076496080232199282,0.0030598432092879715,0.0027426023707067208,0,0,0
0.040917799999999997,8170,4043,4294967291,8171,4043,-5,-0.0036855587961153371,-0,-0,0,0,0,0.076496080232199282,0.003442323610448968,0.0037408762177369216,0,0,0
0.046898599999999999,8170,4043,4294967291,8171,4043,-5,-0.0036855587961153371,-0,-0,0,0,0,0.076496080232199282,0.0038248040116099645,0.0048424197730805923,0,0,0
0.051899300000000002,8170,4043,4294967291,8171,4043,-5,-0.0036855587961153371,-0,-0,0,0,0,0.076496080232199282,0.004207284412770961,0.00604723303673773,0,0,0
0.056885999999999999,8170,4043,4294967291,8171,4043,-5,-0.0036855587961153371,-0,-0,0,0,0,0.076496080232199282,0.0045897648139319571,0.0073553160087083376,0,0,0
0.061867999999999999,8170,4043,4294967290,8171,4043,-6,-0.0036855587961153371,-0,0.0015707963267948967,0,0,0.14655903858403407,6.4491733580732431,0.036835631604298175,0.023105192564134763,0,0,0
0.066872500000000001,8170,4043,4294967290,8171,4043,-6,-0.0036855587961153371,-0,0.0015707963267948967,0,0,0.078187501726343686,3.6630025060123481,0.055150644134359911,0.041292568735823057,0,0,0
0.071874599999999997,8169,4043,4294967290,8170,4043,-6,-0.0036634895817673407,-0,0.0015707963267948967,0.0020591102627206806,0,0.041712101043169435,2.1258294885760156,0.065779791577239982,0.060039759383171951,0,0,0
0.075860300000000006,8168,4043,4294967290,8169,4043,-6,-0.0036414203674193448,-0,0.0015707963267948967,0.0031576210661255965,0,0.022252909160919682,1.3055522992139039,0.072307553073309508,0.07968750614979124,0,0,0
0.081883999999999998,8163,4042,4294967291,8164,4042,-5,-0.0035310742956793646,0.00078539816339744833,0.00078539816339744833,0.011980104548559639,0.073279519292017037,-0.061407857262534268,-2.8712468509713922,0.057951318818452544,0.087927564809949954,0,0,0
0.085887699999999997,8154,4041,4294967291,8155,4041,-5,-0.0033324513665474002,0.0015707963267948967,0.0015707963267948967,0.024923235471168766,0.11237327015518889,0.040519158743032684,0.92549278764332565,0.062578782756669171,0.096597742519844404,0,0,0
0.090868000000000004,8137,4037,4294967293,8138,4037,-3,-0.0029572747226314679,0.0047123889803846897,0.0015707963267948964,0.0483011237815789,0.35306787855282468,0.021616488650437873,-1.6487350168595927,0.054335107672371208,0.092535036759310879,0,0,0
0.095499600000000004,8118,4033,4294967295,8119,4033,-1,-0.0025379596500195432,0.0078539816339744835,0.0015707963267948969,0.064891169315481945,0.48147558572280014,0.011532139266214641,-3.3275793043660178,0.037697211150541116,0.079211638484744884,0,0,0
